Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Origin,Food_Supply_Num,Flock_Size_Band,Flock_Size_Num,Flight_Distance_Category,Speed_Category,Altitude_Category,Temperature_Category,Wind_Speed_Category,Visibility_Category,Humidity_Category,Migration_Success_Num,Food_Flock_Interaction,Path,Migration_Behavior_Cluster,Cluster
Sandhill Crane,North America,Forest,Rainy,Breeding,-50.7101,-52.6024,-60.6321,-111.3417,1944.2,24.63,65.98,1688.7,1414.55,10.28,20.37,20.43,1001.04,6.36,Successful,64.37,9,11,2,5,Yes,21,Low,Good,Yes,Predator,Unsuccessful,No,,Central,1,Large,21,Medium,Moderate,Medium,Mild,Moderate,Low,Low,0,21,"-50.71,-52.6 -> -60.63,-111.34",High-Risk,2
Barn Swallow,South America,Forest,Windy,Breeding,-32.9845,-159.6268,-42.0766,-143.7559,933.82,23.89,43.27,1046.79,50.0,39.87,20.28,95.27,1024.94,4.5,Successful,61.51,8,12,9,6,Yes,53,Low,Good,Yes,Lost Signal,Unsuccessful,No,,Northern,1,Very Large,53,Short,Moderate,Medium,Hot,Moderate,Poor,Very High,0,53,"-32.98,-159.63 -> -42.08,-143.76",High-Risk,2
Osprey,Europe,Mountain,Windy,Breeding,26.7219,-143.385,41.9571,-160.3446,1909.97,66.33,34.71,3262.64,2257.06,15.27,17.78,61.87,980.03,12.27,Successful,54.14,4,5,4,3,No,1,High,Good,No,,Successful,Yes,6.155914728087954,Western,3,Solo,1,Medium,Low,High,Mild,Moderate,Good,Moderate,1,3,"26.72,-143.39 -> 41.96,-160.34",Balanced,0
Barn Swallow,North America,Grassland,Clear,Seasonal,-23.6368,-95.7067,-43.5418,-82.0297,2707.66,46.91,59.5,1050.92,471.66,19.17,20.17,15.04,1032.73,5.38,Successful,94.18,6,9,3,4,No,1,Low,Good,Yes,Food Shortage,Unsuccessful,No,,Central,1,Solo,1,Long,Moderate,Medium,Mild,Moderate,Low,Low,0,1,"-23.64,-95.71 -> -43.54,-82.03",Balanced,0
Monarch Butterfly,Africa,Mountain,Cloudy,Food,65.7291,41.4709,75.0,49.7045,2913.6,48.1,73.27,1960.11,948.31,25.96,9.57,69.83,1014.86,28.32,Unsuccessful,89.86,6,8,5,3,Yes,7,Medium,Excellent,No,,Successful,Yes,3.2313549350964257,Northern,2,Medium,7,Long,High,Medium,Warm,Low,Excellent,High,1,14,"65.73,41.47 -> 75.0,49.7",Balanced,0
European Stork,Europe,Grassland,Clear,Shelter,57.6077,-2.2963,67.5248,31.8609,1344.39,50.76,31.81,1815.35,1323.64,14.11,20.82,58.07,1017.28,16.66,Successful,58.69,11,2,7,3,Yes,9,High,Poor,No,,Successful,Yes,4.810377824556423,Southern,3,Medium,9,Medium,Low,Medium,Mild,Moderate,Good,Moderate,1,27,"57.61,-2.3 -> 67.52,31.86",Balanced,0
European Stork,Asia,Mountain,Clear,Shelter,-11.7847,-22.7869,-13.0883,-27.9529,2249.38,30.86,95.89,2994.73,2177.53,13.39,10.59,40.96,1023.46,13.79,Unsuccessful,75.6,9,10,2,5,No,1,High,Fair,No,,Successful,Yes,6.4232936573310235,Central,3,Solo,1,Medium,High,High,Mild,Low,Good,Moderate,1,3,"-11.78,-22.79 -> -13.09,-27.95",High-Altitude Fast,3
Osprey,South America,Wetland,Clear,Shelter,43.9148,24.2173,41.9157,-33.2086,1956.13,46.43,35.76,2701.0,1785.05,22.97,20.03,48.72,1020.9,11.83,Successful,91.89,6,7,6,2,No,1,Medium,Good,No,,Successful,Yes,4.281508324856375,Western,2,Solo,1,Medium,Low,High,Warm,Moderate,Good,Moderate,1,2,"43.91,24.22 -> 41.92,-33.21",Balanced,0
Ruby-throated Hummingbird,Africa,Forest,Clear,Shelter,-32.535,-103.5408,-42.1789,-32.2735,1106.42,28.92,60.41,361.15,50.0,27.09,39.68,59.03,1029.6,18.1,Successful,69.11,9,11,5,2,Yes,43,Medium,Excellent,No,,Successful,Yes,4.4330401672985,Northern,2,Large,43,Medium,Moderate,Low,Warm,High,Good,Moderate,1,86,"-32.53,-103.54 -> -42.18,-32.27",Flock-Oriented,1
Bar-headed Goose,South America,Wetland,Cloudy,Breeding,3.156,61.9763,16.173,65.4688,736.46,7.8,97.79,675.43,50.0,12.45,27.27,60.07,1025.03,17.38,Unsuccessful,70.67,12,3,3,3,No,1,Medium,Fair,No,,Successful,Yes,3.6288391419087587,Central,2,Solo,1,Short,High,Low,Mild,Moderate,Good,Moderate,1,2,"3.16,61.98 -> 16.17,65.47",Balanced,0
Ruby-throated Hummingbird,Africa,Wetland,Cloudy,Climate,-1.3614,15.0242,-8.3483,20.3416,3052.25,103.91,31.06,2693.2,1657.62,16.99,20.56,64.46,999.97,7.27,Successful,85.46,9,1,3,2,Yes,10,Medium,Fair,No,,Successful,Yes,6.110022009765028,Central,2,Medium,10,Long,Low,High,Mild,Moderate,Low,Moderate,1,20,"-1.36,15.02 -> -8.35,20.34",Balanced,0
Barn Swallow,Europe,Mountain,Stormy,Food,54.1193,-122.5852,74.1471,-127.3527,1482.35,45.88,34.65,2333.82,1338.6,20.43,45.98,40.1,1002.53,19.61,Unsuccessful,93.64,5,9,4,3,Yes,9,High,Excellent,Yes,Lost Signal,Unsuccessful,No,,Southern,3,Medium,9,Medium,Low,Medium,Warm,High,Good,Moderate,0,27,"54.12,-122.59 -> 74.15,-127.35",High-Risk,2
Bar-headed Goose,Asia,Grassland,Cloudy,Shelter,-4.3637,18.3924,16.234,67.4997,1322.06,13.86,79.65,1324.73,368.76,25.55,3.97,51.29,1035.86,6.54,Successful,68.54,1,4,3,4,Yes,9,Medium,Good,Yes,Injury,Unsuccessful,No,,Eastern,2,Medium,9,Medium,High,Medium,Warm,Low,Low,Moderate,0,18,"-4.36,18.39 -> 16.23,67.5",Balanced,0
Bar-headed Goose,South America,Forest,Clear,Seasonal,-34.6752,-131.6637,-60.8696,-174.4783,2005.47,20.42,83.5,1990.74,935.64,16.99,21.71,69.93,1026.82,5.55,Unsuccessful,66.06,11,12,5,5,Yes,36,Medium,Excellent,No,,Successful,Yes,4.048674955735472,Southern,2,Large,36,Medium,High,Medium,Mild,Moderate,Low,High,1,72,"-34.68,-131.66 -> -60.87,-174.48",Flock-Oriented,1
Sandhill Crane,Africa,Forest,Windy,Food,32.3434,59.2568,8.5317,10.8814,4828.34,214.57,24.29,1615.28,605.31,10.37,28.91,66.28,1032.11,15.1,Successful,56.16,1,5,3,2,No,1,Medium,Excellent,No,,Successful,Yes,2.5378641466901617,Eastern,2,Solo,1,Long,Low,Medium,Mild,Moderate,Good,High,1,2,"32.34,59.26 -> 8.53,10.88",Balanced,0
Arctic Tern,North America,Forest,Windy,Shelter,25.0537,-93.1911,21.7042,-117.6468,480.78,7.26,41.61,1629.43,1252.31,5.93,15.88,71.5,1001.84,1.0,Successful,74.07,7,11,3,5,Yes,15,High,Good,Yes,Storm,Unsuccessful,No,,Western,3,Medium,15,Short,Moderate,Medium,Mild,Moderate,Poor,High,0,45,"25.05,-93.19 -> 21.7,-117.65",High-Risk,2
European Stork,North America,Wetland,Clear,Food,-14.7472,-153.3807,-31.6794,-139.6471,4268.62,93.78,46.6,2119.87,1723.18,11.35,15.15,60.52,999.0,19.97,Successful,49.64,1,4,4,4,Yes,18,High,Excellent,No,,Successful,Yes,3.119999235910216,Western,3,Medium,18,Long,Moderate,Medium,Mild,Moderate,Good,Moderate,1,54,"-14.75,-153.38 -> -31.68,-139.65",Balanced,0
European Stork,Europe,Mountain,Cloudy,Seasonal,37.723,-106.2354,25.3196,-131.5348,1400.16,44.64,44.64,2132.48,1870.28,23.1,34.13,60.37,1020.14,13.67,Unsuccessful,49.17,11,12,4,1,Yes,17,High,Excellent,No,,Successful,Yes,3.7294564061670994,Central,3,Medium,17,Medium,Moderate,Medium,Warm,High,Good,Moderate,1,51,"37.72,-106.24 -> 25.32,-131.53",Balanced,0
Ruby-throated Hummingbird,Africa,Wetland,Clear,Food,25.0268,-5.7992,10.3201,-32.5361,1589.37,24.48,62.05,1623.79,1415.82,18.6,5.15,84.63,1017.38,18.87,Unsuccessful,57.92,1,2,5,4,No,1,Medium,Good,No,,Successful,Yes,3.362153647434842,Northern,2,Solo,1,Medium,Moderate,Medium,Mild,Low,Good,Very High,1,2,"25.03,-5.8 -> 10.32,-32.54",Balanced,0
European Stork,Africa,Forest,Windy,Seasonal,-35.6788,71.9465,-1.0027,32.9418,877.46,26.28,57.25,1516.52,1187.88,17.26,10.69,55.93,1028.57,5.55,Successful,88.99,9,1,3,2,Yes,12,Low,Excellent,Yes,Food Shortage,Unsuccessful,No,,Central,1,Medium,12,Short,Moderate,Medium,Mild,Low,Low,Moderate,0,12,"-35.68,71.95 -> -1.0,32.94",Balanced,0
Sandhill Crane,Africa,Wetland,Cloudy,Shelter,-29.7373,-43.949,-9.1263,-14.0033,629.44,28.39,27.57,1474.69,871.39,17.45,52.75,89.77,1025.97,15.01,Successful,83.88,10,11,5,8,No,1,Medium,Good,Yes,Predator,Unsuccessful,No,,Central,2,Solo,1,Short,Low,Medium,Mild,Very High,Good,Very High,0,2,"-29.74,-43.95 -> -9.13,-14.0",High-Risk,2
Osprey,Europe,Mountain,Clear,Shelter,27.7837,-45.7363,12.6198,-33.2209,1933.17,34.69,80.55,1447.71,736.0,20.52,3.92,39.86,1008.98,13.66,Successful,71.82,9,11,2,0,No,1,Medium,Fair,No,,Successful,Yes,3.895402784682079,Southern,2,Solo,1,Medium,High,Medium,Warm,Low,Good,Moderate,1,2,"27.78,-45.74 -> 12.62,-33.22",Balanced,0
Osprey,Africa,Forest,Stormy,Food,20.0227,-20.6173,-14.7017,7.2249,1240.26,53.06,30.79,1039.66,518.84,23.72,23.03,40.88,1049.93,7.08,Successful,99.29,7,11,2,1,No,1,Medium,Good,Yes,Lost Signal,Unsuccessful,No,,Northern,2,Solo,1,Medium,Low,Medium,Warm,Moderate,Low,Moderate,0,2,"20.02,-20.62 -> -14.7,7.22",Balanced,0
Ruby-throated Hummingbird,Europe,Forest,Stormy,Food,-50.6438,124.5901,-60.9101,105.7017,1081.83,18.58,65.78,2457.06,1832.28,9.05,12.03,91.37,1018.78,14.34,Unsuccessful,55.21,8,9,3,1,Yes,80,Medium,Excellent,Yes,Lost Signal,Unsuccessful,No,,Southern,2,Very Large,80,Medium,Moderate,Medium,Mild,Low,Good,Very High,0,160,"-50.64,124.59 -> -60.91,105.7",High-Altitude Fast,3
Barn Swallow,Europe,Coastal,Clear,Food,-23.0325,102.2018,-46.1144,99.6342,927.87,50.48,15.0,3574.44,3138.12,-0.99,6.11,45.83,1018.99,11.38,Successful,75.16,7,9,6,2,Yes,56,Low,Good,Yes,Lost Signal,Unsuccessful,No,,Central,1,Very Large,56,Short,Low,High,Cold,Low,Good,Moderate,0,56,"-23.03,102.2 -> -46.11,99.63",Balanced,0
European Stork,North America,Grassland,Cloudy,Shelter,-43.4098,145.081,-30.6579,171.3985,547.58,4.94,36.5,1729.6,1347.61,14.49,17.1,46.48,967.46,7.89,Successful,100.0,10,1,4,2,Yes,11,High,Fair,No,,Successful,Yes,1.1746618037408192,Northern,3,Medium,11,Short,Low,Medium,Mild,Moderate,Low,Moderate,1,33,"-43.41,145.08 -> -30.66,171.4",Balanced,0
Monarch Butterfly,Asia,Forest,Cloudy,Food,66.7555,97.1031,67.8238,68.7568,1385.82,41.78,35.7,1742.74,918.82,9.87,17.55,40.44,1006.31,13.68,Successful,81.32,2,4,3,0,Yes,25,Medium,Fair,No,,Successful,Yes,7.648892646809493,Northern,2,Large,25,Medium,Low,Medium,Mild,Moderate,Good,Moderate,1,50,"66.76,97.1 -> 67.82,68.76",Flock-Oriented,1
Barn Swallow,South America,Grassland,Clear,Breeding,5.3935,-18.6108,-4.9805,16.5175,1611.29,15.22,93.23,3697.69,3250.35,6.23,11.98,75.58,977.6,6.06,Successful,87.68,11,3,5,1,Yes,12,High,Excellent,No,,Successful,Yes,5.501798968681731,Northern,3,Medium,12,Medium,High,High,Mild,Low,Low,High,1,36,"5.39,-18.61 -> -4.98,16.52",High-Altitude Fast,3
Arctic Tern,North America,Grassland,Clear,Climate,8.356,24.4571,6.8128,39.556,2206.25,50.66,43.67,788.04,577.53,16.6,10.33,74.5,979.58,10.08,Successful,85.89,10,11,4,0,No,1,Low,Good,No,,Successful,Yes,6.118355651724671,Northern,1,Solo,1,Medium,Moderate,Low,Mild,Low,Good,High,1,1,"8.36,24.46 -> 6.81,39.56",Balanced,0
Barn Swallow,South America,Forest,Windy,Breeding,-36.6904,17.5827,-57.4806,62.7397,1700.82,34.54,62.43,1384.23,969.68,7.21,13.73,68.57,1020.37,10.5,Unsuccessful,94.85,12,3,2,0,No,1,High,Excellent,Yes,Injury,Unsuccessful,No,,Western,3,Solo,1,Medium,Moderate,Medium,Mild,Low,Good,High,0,3,"-36.69,17.58 -> -57.48,62.74",Balanced,0
Ruby-throated Hummingbird,Asia,Grassland,Stormy,Climate,3.5667,166.0929,-0.6459,-161.0684,1531.09,14.26,69.04,2027.36,1094.38,34.84,16.98,56.1,1015.37,12.57,Unsuccessful,83.07,2,4,4,1,Yes,17,Medium,Good,Yes,Injury,Unsuccessful,No,,Northern,2,Medium,17,Medium,Moderate,Medium,Warm,Moderate,Good,Moderate,0,34,"3.57,166.09 -> -0.65,-161.07",Balanced,0
Osprey,South America,Forest,Stormy,Breeding,65.4556,80.7437,75.0,23.4525,822.64,12.18,66.59,1689.76,1079.95,14.4,28.4,37.77,1028.23,6.76,Successful,82.06,3,6,1,2,No,1,Medium,Fair,Yes,Storm,Unsuccessful,No,,Central,2,Solo,1,Short,Moderate,Medium,Mild,Moderate,Low,Moderate,0,2,"65.46,80.74 -> 75.0,23.45",Balanced,0
Bar-headed Goose,South America,Mountain,Stormy,Breeding,53.1129,11.3876,40.7437,-8.6637,2492.91,45.29,46.0,1351.2,627.55,14.18,53.58,33.87,1032.87,10.52,Unsuccessful,100.0,3,4,2,4,No,1,Low,Good,Yes,Lost Signal,Unsuccessful,No,,Southern,1,Solo,1,Medium,Moderate,Medium,Mild,Very High,Good,Low,0,1,"53.11,11.39 -> 40.74,-8.66",High-Risk,2
Osprey,South America,Grassland,Rainy,Breeding,5.2094,49.518,6.9892,-32.3281,1233.12,16.24,49.03,3134.32,2077.28,36.76,34.11,50.58,1017.05,14.51,Unsuccessful,96.51,5,8,1,2,Yes,24,High,Good,No,,Successful,Yes,5.885331923122029,Eastern,3,Large,24,Medium,Moderate,High,Hot,High,Good,Moderate,1,72,"5.21,49.52 -> 6.99,-32.33",Flock-Oriented,1
Osprey,Europe,Coastal,Cloudy,Shelter,55.0841,155.7677,40.9725,87.4088,1672.58,32.26,67.08,2419.77,2218.25,26.8,18.27,62.58,1028.5,10.12,Successful,76.04,10,11,2,1,No,1,Low,Good,Yes,Food Shortage,Unsuccessful,No,,Eastern,1,Solo,1,Medium,Moderate,Medium,Warm,Moderate,Good,Moderate,0,1,"55.08,155.77 -> 40.97,87.41",High-Altitude Fast,3
Ruby-throated Hummingbird,Asia,Forest,Stormy,Food,-2.2886,-105.1008,-16.6941,-139.6573,1004.31,21.37,58.35,2106.42,1106.96,18.41,13.11,58.71,1012.72,11.8,Successful,60.57,10,2,5,6,Yes,25,Low,Excellent,Yes,Lost Signal,Unsuccessful,No,,Central,1,Large,25,Medium,Moderate,Medium,Mild,Low,Good,Moderate,0,25,"-2.29,-105.1 -> -16.69,-139.66",High-Risk,2
Sandhill Crane,Asia,Coastal,Clear,Shelter,21.5603,150.5501,36.4697,-162.7192,2427.96,20.21,84.88,2454.7,1660.12,12.19,22.91,73.41,1039.88,6.52,Unsuccessful,82.28,9,1,5,2,Yes,9,High,Fair,No,,Successful,Yes,1.5339144400841285,Western,3,Medium,9,Medium,High,Medium,Mild,Moderate,Low,High,1,27,"21.56,150.55 -> 36.47,-162.72",High-Altitude Fast,3
Sandhill Crane,North America,Grassland,Clear,Climate,-7.2053,-50.0589,-29.5108,-50.8143,2925.5,200.47,15.0,2025.43,1059.71,15.98,10.88,56.8,1016.45,12.01,Unsuccessful,60.2,5,7,4,6,No,1,Medium,Poor,Yes,Injury,Unsuccessful,No,,Northern,2,Solo,1,Long,Low,Medium,Mild,Low,Good,Moderate,0,2,"-7.21,-50.06 -> -29.51,-50.81",High-Risk,2
Barn Swallow,South America,Coastal,Clear,Breeding,30.0864,-51.5274,26.7831,-36.0861,1086.15,2.0,74.94,2371.2,1354.58,29.29,20.19,80.8,1030.76,19.8,Successful,51.6,2,5,7,0,Yes,19,High,Excellent,No,,Successful,Yes,7.7439535553990275,Central,3,Medium,19,Medium,High,Medium,Warm,Moderate,Good,Very High,1,57,"30.09,-51.53 -> 26.78,-36.09",High-Altitude Fast,3
Ruby-throated Hummingbird,Asia,Grassland,Stormy,Climate,32.7407,-93.6175,16.9179,-111.2957,3631.78,58.5,59.57,2317.4,2109.15,15.19,17.09,33.14,1027.2,5.89,Successful,85.17,9,12,6,3,No,1,High,Good,Yes,Predator,Unsuccessful,No,,Northern,3,Solo,1,Long,Moderate,Medium,Mild,Moderate,Low,Low,0,3,"32.74,-93.62 -> 16.92,-111.3",Balanced,0
European Stork,South America,Coastal,Rainy,Shelter,-42.0189,-49.5761,-17.2987,-61.1243,2596.57,39.21,87.7,591.87,259.27,22.0,28.62,55.42,1010.51,11.87,Successful,60.86,1,5,5,0,No,1,Medium,Excellent,Yes,Storm,Unsuccessful,No,,Eastern,2,Solo,1,Long,High,Low,Warm,Moderate,Good,Moderate,0,2,"-42.02,-49.58 -> -17.3,-61.12",Balanced,0
European Stork,North America,Wetland,Cloudy,Shelter,57.3208,2.0493,44.8453,25.3231,4646.37,41.82,97.6,1788.86,1450.83,21.91,25.07,48.83,1026.19,10.24,Successful,79.88,3,7,4,2,Yes,30,High,Fair,No,,Successful,Yes,3.2337625061163697,Central,3,Large,30,Long,High,Medium,Warm,Moderate,Good,Moderate,1,90,"57.32,2.05 -> 44.85,25.32",Flock-Oriented,1
Osprey,South America,Coastal,Cloudy,Shelter,-23.6706,-111.9095,-46.5624,-118.1103,3162.65,62.69,53.8,1789.99,939.38,26.06,12.38,59.16,1012.23,17.27,Successful,94.01,5,9,4,1,Yes,7,Low,Fair,Yes,Lost Signal,Unsuccessful,No,,Eastern,1,Medium,7,Long,Moderate,Medium,Warm,Low,Good,Moderate,0,7,"-23.67,-111.91 -> -46.56,-118.11",Balanced,0
Monarch Butterfly,Asia,Coastal,Windy,Breeding,40.2448,-112.6408,37.3287,-120.349,1525.85,29.4,63.23,1170.08,262.01,14.3,10.48,84.66,1030.71,17.07,Unsuccessful,50.11,10,12,5,1,Yes,29,High,Fair,No,,Successful,Yes,4.507122336629361,Eastern,3,Large,29,Medium,Moderate,Medium,Mild,Low,Good,Very High,1,87,"40.24,-112.64 -> 37.33,-120.35",Flock-Oriented,1
European Stork,Asia,Grassland,Clear,Shelter,62.7703,-72.0869,59.9197,-54.0866,769.97,14.25,48.29,1389.55,940.56,32.25,26.59,36.39,1014.48,15.22,Successful,88.9,8,11,2,4,Yes,18,Medium,Excellent,Yes,Storm,Unsuccessful,No,,Southern,2,Medium,18,Short,Moderate,Medium,Warm,Moderate,Good,Moderate,0,36,"62.77,-72.09 -> 59.92,-54.09",Balanced,0
Sandhill Crane,North America,Wetland,Cloudy,Seasonal,-18.3479,-167.352,1.353,154.9301,1923.4,25.0,74.1,1649.1,921.04,13.13,16.13,68.7,993.32,8.75,Successful,77.23,2,3,5,3,Yes,14,High,Excellent,No,,Successful,Yes,2.739433227159063,Western,3,Medium,14,Medium,High,Medium,Mild,Moderate,Low,High,1,42,"-18.35,-167.35 -> 1.35,154.93",Balanced,0
Barn Swallow,Asia,Grassland,Windy,Food,66.8923,49.7515,57.0146,56.009,625.75,4.29,74.52,1734.12,901.46,30.49,20.94,91.12,1014.87,9.99,Successful,84.18,3,5,6,3,No,1,Medium,Fair,Yes,Storm,Unsuccessful,No,,Western,2,Solo,1,Short,High,Medium,Warm,Moderate,Low,Very High,0,2,"66.89,49.75 -> 57.01,56.01",Balanced,0
Arctic Tern,North America,Coastal,Rainy,Climate,41.7854,-101.5724,49.3872,-93.617,2647.17,61.02,49.26,2833.87,2325.25,20.52,15.12,65.68,1015.56,19.35,Unsuccessful,98.1,11,1,3,0,No,1,Medium,Good,No,,Successful,Yes,3.815096478915076,Central,2,Solo,1,Long,Moderate,High,Warm,Moderate,Good,High,1,2,"41.79,-101.57 -> 49.39,-93.62",Balanced,0
Arctic Tern,Asia,Grassland,Cloudy,Shelter,36.6819,126.8565,18.6516,64.6679,1737.22,22.63,69.06,2430.18,2096.62,18.91,27.49,83.19,1024.31,13.25,Successful,55.36,8,10,6,4,Yes,23,High,Fair,No,,Successful,Yes,8.229611046898057,Central,3,Large,23,Medium,Moderate,Medium,Mild,Moderate,Good,Very High,1,69,"36.68,126.86 -> 18.65,64.67",High-Altitude Fast,3
Ruby-throated Hummingbird,Europe,Wetland,Clear,Climate,-41.7518,-41.3249,-22.2005,-80.1895,1123.19,18.63,54.0,1629.55,587.06,20.24,24.87,41.54,1018.19,6.94,Successful,71.47,8,12,6,3,Yes,20,Medium,Good,No,,Successful,Yes,4.9147276528185335,Eastern,2,Medium,20,Medium,Moderate,Medium,Warm,Moderate,Low,Moderate,1,40,"-41.75,-41.32 -> -22.2,-80.19",Balanced,0
European Stork,North America,Forest,Windy,Climate,2.9249,-15.3617,18.7999,-38.4652,1338.89,29.45,40.03,2551.97,1947.62,22.96,27.5,74.5,1017.79,16.42,Successful,82.54,5,6,6,5,Yes,11,Medium,Good,Yes,Lost Signal,Unsuccessful,No,,Southern,2,Medium,11,Medium,Moderate,High,Warm,Moderate,Good,High,0,22,"2.92,-15.36 -> 18.8,-38.47",High-Risk,2
European Stork,South America,Mountain,Cloudy,Breeding,4.1795,145.5238,14.1541,128.2473,3161.93,69.92,60.64,1594.59,1348.3,26.03,3.75,19.93,1050.0,10.22,Successful,76.47,10,12,4,1,Yes,32,High,Good,No,,Successful,Yes,2.7190249489089027,Eastern,3,Large,32,Long,Moderate,Medium,Warm,Low,Good,Low,1,96,"4.18,145.52 -> 14.15,128.25",Flock-Oriented,1
Osprey,Africa,Forest,Windy,Food,56.8829,-161.3946,71.88,-144.4164,1910.4,40.99,65.4,420.07,62.72,37.26,36.11,68.48,1014.96,8.11,Unsuccessful,66.64,8,12,6,3,Yes,12,High,Fair,Yes,Food Shortage,Unsuccessful,No,,Southern,3,Medium,12,Medium,Moderate,Low,Hot,High,Low,High,0,36,"56.88,-161.39 -> 71.88,-144.42",Balanced,0
European Stork,Europe,Grassland,Windy,Shelter,6.2945,70.5139,10.9373,38.1362,1485.55,26.88,66.56,1652.61,907.14,6.63,7.06,40.58,963.74,6.99,Unsuccessful,57.34,1,2,4,1,Yes,5,Medium,Poor,Yes,Injury,Unsuccessful,No,,Southern,2,Small,5,Medium,Moderate,Medium,Mild,Low,Low,Moderate,0,10,"6.29,70.51 -> 10.94,38.14",Balanced,0
Monarch Butterfly,Asia,Forest,Windy,Seasonal,-6.7841,1.9778,-4.7344,-31.002,1240.91,35.03,39.22,2578.04,1984.3,17.16,16.3,40.85,1006.29,11.65,Successful,86.9,9,1,4,3,Yes,7,Medium,Good,No,,Successful,Yes,3.860561405584316,Southern,2,Medium,7,Medium,Low,High,Mild,Moderate,Good,Moderate,1,14,"-6.78,1.98 -> -4.73,-31.0",Balanced,0
Arctic Tern,Asia,Coastal,Clear,Breeding,-1.9533,46.4288,-22.6354,68.4449,1666.43,42.95,51.47,2977.14,2075.79,19.0,20.6,20.96,1013.44,11.55,Successful,100.0,4,5,7,5,No,1,Low,Good,No,,Successful,Yes,6.226815610436424,Eastern,1,Solo,1,Medium,Moderate,High,Mild,Moderate,Good,Low,1,1,"-1.95,46.43 -> -22.64,68.44",High-Risk,2
Barn Swallow,North America,Grassland,Cloudy,Breeding,65.4636,159.8189,53.3681,-166.9781,2385.12,89.02,26.09,1905.75,1258.17,29.92,25.81,64.41,1024.52,10.12,Successful,53.46,11,2,4,0,Yes,30,Medium,Excellent,Yes,Food Shortage,Unsuccessful,No,,Southern,2,Large,30,Medium,Low,Medium,Warm,Moderate,Good,Moderate,0,60,"65.46,159.82 -> 53.37,-166.98",Flock-Oriented,1
Sandhill Crane,Africa,Forest,Clear,Climate,21.7305,-125.9717,36.9091,-91.5668,2019.93,30.75,57.86,1673.95,736.65,13.05,24.95,48.84,1019.32,14.92,Successful,77.67,8,12,5,4,Yes,11,High,Excellent,No,,Successful,Yes,2.6886876531059656,Southern,3,Medium,11,Medium,Moderate,Medium,Mild,Moderate,Good,Moderate,1,33,"21.73,-125.97 -> 36.91,-91.57",Balanced,0
European Stork,South America,Grassland,Clear,Seasonal,7.2573,59.5738,21.756,20.0172,867.88,24.25,56.93,1768.3,1185.33,17.61,25.57,79.36,1015.79,6.67,Unsuccessful,66.53,3,5,1,3,No,1,Low,Excellent,Yes,Food Shortage,Unsuccessful,No,,Eastern,1,Solo,1,Short,Moderate,Medium,Mild,Moderate,Low,High,0,1,"7.26,59.57 -> 21.76,20.02",Balanced,0
Barn Swallow,Asia,Grassland,Clear,Food,40.4862,69.5013,56.4703,37.0999,2020.01,81.35,29.8,1487.23,600.94,33.71,27.86,73.48,1016.49,4.26,Successful,32.87,1,4,2,3,No,1,Medium,Good,Yes,Predator,Unsuccessful,No,,Northern,2,Solo,1,Medium,Low,Medium,Warm,Moderate,Poor,High,0,2,"40.49,69.5 -> 56.47,37.1",Balanced,0
Bar-headed Goose,Europe,Grassland,Cloudy,Seasonal,-19.8906,-15.9049,-27.6386,-75.9253,925.83,29.81,29.27,1708.06,878.99,15.57,21.96,68.92,996.07,19.4,Successful,100.0,2,3,5,1,Yes,48,Low,Excellent,Yes,Injury,Unsuccessful,No,,Northern,1,Large,48,Short,Low,Medium,Mild,Moderate,Good,High,0,48,"-19.89,-15.9 -> -27.64,-75.93",Balanced,0
Bar-headed Goose,Europe,Forest,Cloudy,Shelter,51.9277,-108.9633,75.0,159.7787,1567.54,27.97,65.66,1170.27,633.87,8.71,41.25,77.68,998.99,9.68,Successful,76.06,3,5,5,4,No,1,Medium,Good,Yes,Storm,Unsuccessful,No,,Western,2,Solo,1,Medium,Moderate,Medium,Mild,High,Low,High,0,2,"51.93,-108.96 -> 75.0,159.78",High-Risk,2
Bar-headed Goose,South America,Wetland,Rainy,Climate,22.8924,-111.5003,19.8042,-155.3829,515.69,12.25,78.37,985.52,263.19,36.48,25.34,62.31,1042.44,4.93,Successful,75.99,2,3,3,2,No,1,Medium,Fair,Yes,Food Shortage,Unsuccessful,No,,Central,2,Solo,1,Short,High,Low,Hot,Moderate,Poor,Moderate,0,2,"22.89,-111.5 -> 19.8,-155.38",Balanced,0
Bar-headed Goose,Africa,Coastal,Cloudy,Food,-21.9597,-27.1046,-13.6992,-50.3409,1272.93,34.81,40.18,1665.54,732.01,-0.55,25.97,94.02,1008.15,10.93,Successful,90.82,8,9,3,3,No,1,Low,Good,Yes,Food Shortage,Unsuccessful,No,,Southern,1,Solo,1,Medium,Moderate,Medium,Cold,Moderate,Good,Very High,0,1,"-21.96,-27.1 -> -13.7,-50.34",Balanced,0
